# strings this corpus segments more than one way, worst first.
# minority = token instances that would change if the majority form were made canonical.
# forms lists every observed segmentation as form:count, majority first.
surface	total	minority	majority	forms	splits
บ่ายนี้	5	2	บ่ายนี้	บ่ายนี้:3 บ่าย|นี้:2	train=5
บ้าตาย	5	2	บ้า|ตาย	บ้า|ตาย:3 บ้าตาย:2	train=5
ปากดี	5	2	ปากดี	ปากดี:3 ปาก|ดี:2	train=5
พอกัน	5	2	พอกัน	พอกัน:3 พอ|กัน:2	train=5
มาเลสกี้	5	2	มาเลสกี้	มาเลสกี้:3 มา|เลสกี้:2	train=5
ยายเปรียก	5	2	ยายเปรียก	ยายเปรียก:3 ยาย|เปรียก:2	train=5
ลดลง	5	2	ลด|ลง	ลด|ลง:3 ลดลง:2	train=5
วันใหม่	5	2	วันใหม่	วันใหม่:3 วัน|ใหม่:2	train=5
ว่าที่	5	2	ว่า|ที่	ว่า|ที่:3 ว่าที่:2	train=5
ศูนย์หนึ่ง	5	2	ศูนย์|หนึ่ง	ศูนย์|หนึ่ง:3 ศูนย์หนึ่ง:2	train=5
สิ่งเลวร้าย	5	2	สิ่งเลวร้าย	สิ่งเลวร้าย:3 สิ่ง|เลวร้าย:2	train=5
สีทอง	5	2	สีทอง	สีทอง:3 สี|ทอง:2	train=5
หนูนั่น	5	2	หนูนั่น	หนูนั่น:3 หนู|นั่น:2	train=5
หันหลัง	5	2	หัน|หลัง	หัน|หลัง:3 หันหลัง:2	train=5
ห่าเอ๊ย	5	2	ห่า|เอ๊ย	ห่า|เอ๊ย:3 ห่าเอ๊ย:2	train=5
อ้างว่า	5	2	อ้างว่า	อ้างว่า:3 อ้าง|ว่า:2	train=5
เจ้าตัว	5	2	เจ้าตัว	เจ้าตัว:3 เจ้า|ตัว:2	train=5
เป็นอย่างดี	5	2	เป็น|อย่าง|ดี	เป็น|อย่าง|ดี:3 เป็นอย่างดี:1 เป็น|อย่างดี:1	test=1,train=4
เวลานั้น	5	2	เวลา|นั้น	เวลา|นั้น:3 เวลานั้น:2	train=5
เสียงเพลง	5	2	เสียงเพลง	เสียงเพลง:3 เสียง|เพลง:2	train=5
แก่ใจ	5	2	แก่|ใจ	แก่|ใจ:3 แก่ใจ:2	train=5
แถวตรง	5	2	แถว|ตรง	แถว|ตรง:3 แถวตรง:2	train=5
แผงควบคุม	5	2	แผง|ควบคุม	แผง|ควบคุม:3 แผงควบคุม:2	train=5
แม่มิโตร	5	2	แม่|มิโตร	แม่|มิโตร:3 แม่มิโตร:2	train=5
โดนดี	5	2	โดน|ดี	โดน|ดี:3 โดนดี:2	train=5
ใบบัว	5	2	ใบ|บัว	ใบ|บัว:3 ใบบัว:2	train=5
ใส่ความ	5	2	ใส่ความ	ใส่ความ:3 ใส่|ความ:2	train=5
ไม่อะไร	5	2	ไม่|อะไร	ไม่|อะไร:3 ไม่อะไร:2	train=5
ไอ้ดอน	5	2	ไอ้|ดอน	ไอ้|ดอน:3 ไอ้ดอน:2	train=5
กลางเมือง	4	2	กลาง|เมือง	กลาง|เมือง:2 กลางเมือง:2	train=4
การไถ่โทษ	4	2	การไถ่โทษ	การไถ่โทษ:2 การ|ไถ่|โทษ:2	train=4
ครั้งนั้น	4	2	ครั้งนั้น	ครั้งนั้น:2 ครั้ง|นั้น:2	train=4
คำนึง	4	2	คำนึง	คำนึง:2 คำ|นึง:2	train=4
คืองี้	4	2	คืองี้	คืองี้:2 คือ|งี้:2	train=4
คุณบอร์เด้น	4	2	คุณ|บอร์เด้น	คุณ|บอร์เด้น:2 คุณบอร์เด้น:2	train=4
คุณมาเลสกี้	4	2	คุณ|มา|เลสกี้	คุณ|มา|เลสกี้:2 คุณ|มาเลสกี้:1 คุณมาเลสกี้:1	train=4
คุณโรส	4	2	คุณโรส	คุณโรส:2 คุณ|โรส:2	test=1,train=3
ค่าซ่อม	4	2	ค่า|ซ่อม	ค่า|ซ่อม:2 ค่าซ่อม:2	train=4
จับคู่	4	2	จับคู่	จับคู่:2 จับ|คู่:2	train=4
ตายจริง	4	2	ตายจริง	ตายจริง:2 ตาย|จริง:2	train=4
ที่โน่น	4	2	ที่|โน่น	ที่|โน่น:2 ที่โน่น:2	train=4
ท่านอาจารย์ฮั่ว	4	2	ท่าน|อาจารย์|ฮั่ว	ท่าน|อาจารย์|ฮั่ว:2 ท่านอาจารย์ฮั่ว:2	train=4
น้ำดื่ม	4	2	น้ำดื่ม	น้ำดื่ม:2 น้ำ|ดื่ม:2	train=4
บรู-รา-ฮรูม	4	2	บรู|-|รา|-|ฮรูม	บรู|-|รา|-|ฮรูม:2 บรู-รา-ฮรูม:2	train=4
ปลิดชีพ	4	2	ปลิด|ชีพ	ปลิด|ชีพ:2 ปลิดชีพ:2	train=4
ปัดฝุ่น	4	2	ปัดฝุ่น	ปัดฝุ่น:2 ปัด|ฝุ่น:2	train=4
ผ้าคลุม	4	2	ผ้าคลุม	ผ้าคลุม:2 ผ้า|คลุม:2	train=4
พอไหว	4	2	พอไหว	พอไหว:2 พอ|ไหว:2	train=4
พี่วิทย์	4	2	พี่วิทย์	พี่วิทย์:2 พี่|วิทย์:2	test=1,train=3
รถมอเตอร์ไซค์	4	2	รถมอเตอร์ไซค์	รถมอเตอร์ไซค์:2 รถ|มอเตอร์ไซค์:2	train=4
ราวกับว่า	4	2	ราวกับ|ว่า	ราวกับ|ว่า:2 ราวกับว่า:2	train=4
รึว่า	4	2	รึ|ว่า	รึ|ว่า:2 รึว่า:2	train=4
ร่วมกับ	4	2	ร่วมกับ	ร่วมกับ:2 ร่วม|กับ:2	train=4
ลิ้มรส	4	2	ลิ้มรส	ลิ้มรส:2 ลิ้ม|รส:2	train=4
สัปดาห์หน้า	4	2	สัปดาห์|หน้า	สัปดาห์|หน้า:2 สัปดาห์หน้า:2	train=4
หนูนี่	4	2	หนู|นี่	หนู|นี่:2 หนูนี่:2	train=4
หมดแก้ว	4	2	หมด|แก้ว	หมด|แก้ว:2 หมดแก้ว:2	train=4
หลานรัก	4	2	หลานรัก	หลานรัก:2 หลาน|รัก:2	train=4
ห้องใต้ถุน	4	2	ห้องใต้ถุน	ห้องใต้ถุน:2 ห้อง|ใต้ถุน:2	train=3,val=1
เคลื่อนพล	4	2	เคลื่อนพล	เคลื่อนพล:2 เคลื่อน|พล:2	train=4
เจ้านั่นแหละ	4	2	เจ้านั่น|แหละ	เจ้านั่น|แหละ:2 เจ้านั่นแหละ:2	train=4
เจ้ามือ	4	2	เจ้ามือ	เจ้ามือ:2 เจ้า|มือ:2	train=4
เด็กทารก	4	2	เด็ก|ทารก	เด็ก|ทารก:2 เด็กทารก:2	train=4
เถ้าแก่พัค	4	2	เถ้าแก่พัค	เถ้าแก่พัค:2 เถ้าแก่|พัค:2	train=4
เนื้อย่าง	4	2	เนื้อย่าง	เนื้อย่าง:2 เนื้อ|ย่าง:2	train=4
เป็นทุกข์	4	2	เป็นทุกข์	เป็นทุกข์:2 เป็น|ทุกข์:2	train=4
เป็นสุข	4	2	เป็น|สุข	เป็น|สุข:2 เป็นสุข:2	train=4
เมืองเหล็ก	4	2	เมืองเหล็ก	เมืองเหล็ก:2 เมือง|เหล็ก:2	train=4
เรื่องมาก	4	2	เรื่องมาก	เรื่องมาก:2 เรื่อง|มาก:2	train=4
เรื่องเล่า	4	2	เรื่อง|เล่า	เรื่อง|เล่า:2 เรื่องเล่า:2	train=4
เลิกจ้าง	4	2	เลิกจ้าง	เลิกจ้าง:2 เลิก|จ้าง:2	train=4
แกงกะหรี่	4	2	แกงกะหรี่	แกงกะหรี่:2 แกง|กะหรี่:2	train=4
แตนสังหาร	4	2	แตน|สังหาร	แตน|สังหาร:2 แตนสังหาร:2	train=4
โดยลำพัง	4	2	โดยลำพัง	โดยลำพัง:2 โดย|ลำพัง:2	train=4
ไก่อ่อน	4	2	ไก่|อ่อน	ไก่|อ่อน:2 ไก่อ่อน:2	train=4
ไม้ต่อ	4	2	ไม้ต่อ	ไม้ต่อ:2 ไม้|ต่อ:2	train=4
พอลมือเจาะ	3	2	พอลมือเจาะ	พอลมือเจาะ:1 พอล|มือ|เจาะ:1 พอล|มือเจาะ:1	train=3
แม่รำเพย	3	2	แม่รำเพย	แม่รำเพย:1 แม่|รำ|เพย:1 แม่|รำเพย:1	train=3
วันนี้	349	1	วันนี้	วันนี้:348 วัน|นี้:1	test=7,train=338,val=4
ที่สุด	223	1	ที่สุด	ที่สุด:222 ที่|สุด:1	test=2,train=221
ห้าม	198	1	ห้าม	ห้าม:197 ห้า|ม:1	test=1,train=195,val=2
ด้วยกัน	145	1	ด้วยกัน	ด้วยกัน:144 ด้วย|กัน:1	test=4,train=140,val=1
อย่างนี้	131	1	อย่างนี้	อย่างนี้:130 อย่าง|นี้:1	test=2,train=126,val=3
ไม่ไหว	99	1	ไม่|ไหว	ไม่|ไหว:98 ไม่ไหว:1	test=1,train=96,val=2
ยอมรับ	86	1	ยอมรับ	ยอมรับ:85 ยอม|รับ:1	test=1,train=84,val=1
ตั้งแต่	85	1	ตั้งแต่	ตั้งแต่:84 ตั้ง|แต่:1	train=84,val=1
ไม่ออก	79	1	ไม่|ออก	ไม่|ออก:78 ไม่ออก:1	test=1,train=77,val=1
หลังจาก	71	1	หลังจาก	หลังจาก:70 หลัง|จาก:1	test=1,train=69,val=1
เกี่ยวกับ	61	1	เกี่ยวกับ	เกี่ยวกับ:60 เกี่ยว|กับ:1	train=61
กลายเป็น	57	1	กลาย|เป็น	กลาย|เป็น:56 กลายเป็น:1	test=1,train=54,val=2
เอานี่	55	1	เอา|นี่	เอา|นี่:54 เอานี่:1	test=1,train=53,val=1
ว่าย	45	1	ว่าย	ว่าย:44 ว่า|ย:1	train=43,val=2
ร้องเพลง	44	1	ร้อง|เพลง	ร้อง|เพลง:43 ร้องเพลง:1	test=1,train=42,val=1
ละกัน	44	1	ละ|กัน	ละ|กัน:43 ละกัน:1	train=44
จากนั้น	43	1	จากนั้น	จากนั้น:42 จาก|นั้น:1	test=2,train=38,val=3
พอได้	43	1	พอ|ได้	พอ|ได้:42 พอได้:1	test=1,train=42
ขอตัว	42	1	ขอ|ตัว	ขอ|ตัว:41 ขอตัว:1	train=40,val=2
คุณแม่	42	1	คุณแม่	คุณแม่:41 คุณ|แม่:1	train=42
อาบน้ำ	39	1	อาบ|น้ำ	อาบ|น้ำ:38 อาบน้ำ:1	train=37,val=2
เหมือนเดิม	39	1	เหมือนเดิม	เหมือนเดิม:38 เหมือน|เดิม:1	test=1,train=37,val=1
ตลอดเวลา	38	1	ตลอดเวลา	ตลอดเวลา:37 ตลอด|เวลา:1	train=38
ครั้งนี้	33	1	ครั้ง|นี้	ครั้ง|นี้:32 ครั้งนี้:1	test=1,train=32
ต่างกัน	33	1	ต่าง|กัน	ต่าง|กัน:32 ต่างกัน:1	train=33
น่าสนใจ	33	1	น่าสนใจ	น่าสนใจ:32 น่า|สนใจ:1	train=32,val=1
ลูกรัก	33	1	ลูกรัก	ลูกรัก:32 ลูก|รัก:1	test=1,train=32
เข้าท่า	31	1	เข้าท่า	เข้าท่า:30 เข้า|ท่า:1	train=31
เต้นรำ	31	1	เต้นรำ	เต้นรำ:30 เต้น|รำ:1	test=1,train=30
เหลือเชื่อ	31	1	เหลือเชื่อ	เหลือเชื่อ:30 เหลือ|เชื่อ:1	train=31
ต่อมา	30	1	ต่อมา	ต่อมา:29 ต่อ|มา:1	test=1,train=28,val=1
โดยเฉพาะ	30	1	โดยเฉพาะ	โดยเฉพาะ:29 โดย|เฉพาะ:1	train=30
ภาษาอังกฤษ	29	1	ภาษาอังกฤษ	ภาษาอังกฤษ:28 ภาษา|อังกฤษ:1	train=29
ใครๆ	29	1	ใครๆ	ใครๆ:28 ใคร|ๆ:1	test=1,train=28
มือขึ้น	28	1	มือ|ขึ้น	มือ|ขึ้น:27 มือขึ้น:1	train=28
ที่หนึ่ง	27	1	ที่|หนึ่ง	ที่|หนึ่ง:26 ที่หนึ่ง:1	test=1,train=26
มองหา	26	1	มองหา	มองหา:25 มอง|หา:1	train=26
คนละ	25	1	คนละ	คนละ:24 คน|ละ:1	train=24,val=1
ทำใจ	24	1	ทำ|ใจ	ทำ|ใจ:23 ทำใจ:1	train=24
นูมา	23	1	นูมา	นูมา:22 นู|มา:1	train=23
เด็กน้อย	22	1	เด็กน้อย	เด็กน้อย:21 เด็ก|น้อย:1	test=1,train=21
ช่วยชีวิต	21	1	ช่วย|ชีวิต	ช่วย|ชีวิต:20 ช่วยชีวิต:1	test=1,train=19,val=1
ทุกสิ่ง	21	1	ทุกสิ่ง	ทุกสิ่ง:20 ทุก|สิ่ง:1	train=21
ทุกคืน	20	1	ทุก|คืน	ทุก|คืน:19 ทุกคืน:1	train=20
พูดเล่น	20	1	พูด|เล่น	พูด|เล่น:19 พูดเล่น:1	test=1,train=19
เพิ่งจะ	20	1	เพิ่ง|จะ	เพิ่ง|จะ:19 เพิ่งจะ:1	train=20
งานศพ	19	1	งานศพ	งานศพ:18 งาน|ศพ:1	test=1,train=18
แสดงว่า	19	1	แสดงว่า	แสดงว่า:18 แสดง|ว่า:1	train=19
บนนั้น	18	1	บน|นั้น	บน|นั้น:17 บนนั้น:1	train=18
ผมทอง	18	1	ผม|ทอง	ผม|ทอง:17 ผมทอง:1	train=18
สิบสาม	18	1	สิบสาม	สิบสาม:17 สิบ|สาม:1	train=18
หลักศิลา	18	1	หลักศิลา	หลักศิลา:17 หลัก|ศิลา:1	train=18
เดียวกับ	18	1	เดียว|กับ	เดียว|กับ:17 เดียวกับ:1	train=18
เสียงดัง	18	1	เสียง|ดัง	เสียง|ดัง:17 เสียงดัง:1	train=18
การต่อสู้	17	1	การต่อสู้	การต่อสู้:16 การ|ต่อสู้:1	train=17
ที่นั่ง	17	1	ที่นั่ง	ที่นั่ง:16 ที่|นั่ง:1	train=17
รำเพย	17	1	รำเพย	รำเพย:16 รำ|เพย:1	train=17
อย่างดี	17	1	อย่าง|ดี	อย่าง|ดี:16 อย่างดี:1	test=1,train=16
อย่างยิ่ง	17	1	อย่าง|ยิ่ง	อย่าง|ยิ่ง:16 อย่างยิ่ง:1	train=16,val=1
อาหารเย็น	17	1	อาหารเย็น	อาหารเย็น:16 อาหาร|เย็น:1	test=1,train=16
ไปมา	17	1	ไป|มา	ไป|มา:16 ไปมา:1	test=2,train=15
ไฟไหม้	17	1	ไฟไหม้	ไฟไหม้:16 ไฟ|ไหม้:1	train=17
ไม่อาจ	17	1	ไม่|อาจ	ไม่|อาจ:16 ไม่อาจ:1	test=1,train=16
นักหนา	16	1	นักหนา	นักหนา:15 นัก|หนา:1	train=16
พระเจ้าช่วย	16	1	พระเจ้าช่วย	พระเจ้าช่วย:15 พระเจ้า|ช่วย:1	train=16
หุบเขา	16	1	หุบเขา	หุบเขา:15 หุบ|เขา:1	test=1,train=15
ข้าวของ	15	1	ข้าวของ	ข้าวของ:14 ข้าว|ของ:1	train=14,val=1
ดูด	15	1	ดูด	ดูด:14 ดู|ด:1	train=15
ตัวใหญ่	15	1	ตัว|ใหญ่	ตัว|ใหญ่:14 ตัวใหญ่:1	train=15
เหล่านี้	15	1	เหล่านี้	เหล่านี้:14 เหล่า|นี้:1	train=15
เห็นแก่	15	1	เห็นแก่	เห็นแก่:14 เห็น|แก่:1	train=15
เอ้านี่	15	1	เอ้านี่	เอ้านี่:14 เอ้า|นี่:1	train=15
ตอนเด็ก	14	1	ตอน|เด็ก	ตอน|เด็ก:13 ตอนเด็ก:1	train=14
ตัวจริง	14	1	ตัวจริง	ตัวจริง:13 ตัว|จริง:1	train=14
น่าอยู่	14	1	น่าอยู่	น่าอยู่:13 น่า|อยู่:1	train=14
การทดสอบ	13	1	การทดสอบ	การทดสอบ:12 การ|ทดสอบ:1	train=13
ว่ากัน	13	1	ว่า|กัน	ว่า|กัน:12 ว่ากัน:1	train=13
เหล่านั้น	13	1	เหล่านั้น	เหล่านั้น:12 เหล่า|นั้น:1	train=13
เห็นแก่ตัว	13	1	เห็นแก่ตัว	เห็นแก่ตัว:12 เห็น|แก่|ตัว:1	train=13
เห็นใจ	13	1	เห็นใจ	เห็นใจ:12 เห็น|ใจ:1	test=1,train=12
ไอ้นั่น	13	1	ไอ้นั่น	ไอ้นั่น:12 ไอ้|นั่น:1	train=13
ถอยหลัง	12	1	ถอยหลัง	ถอยหลัง:11 ถอย|หลัง:1	train=12
ทุกครั้ง	12	1	ทุกครั้ง	ทุกครั้ง:11 ทุก|ครั้ง:1	train=12
ย่าน	12	1	ย่าน	ย่าน:11 ย่|าน:1	train=12
อาจารย์เกา	12	1	อาจารย์เกา	อาจารย์เกา:11 อาจารย์|เกา:1	train=11,val=1
การชก	11	1	การชก	การชก:10 การ|ชก:1	train=11
จำเลย	11	1	จำเลย	จำเลย:10 จำ|เลย:1	test=1,train=10
จุดระเบิด	11	1	จุดระเบิด	จุดระเบิด:10 จุด|ระเบิด:1	train=10,val=1
ดร.ออปเพนไฮเมอร์	11	1	ดร.|ออปเพนไฮเมอร์	ดร.|ออปเพนไฮเมอร์:10 ดร.ออปเพนไฮเมอร์:1	train=11
ตกงาน	11	1	ตกงาน	ตกงาน:10 ตก|งาน:1	train=11
ตามตรง	11	1	ตามตรง	ตามตรง:10 ตาม|ตรง:1	train=10,val=1
ที่พัก	11	1	ที่พัก	ที่พัก:10 ที่|พัก:1	test=1,train=9,val=1
บนนี้	11	1	บน|นี้	บน|นี้:10 บนนี้:1	test=1,train=9,val=1
พร้อมกับ	11	1	พร้อมกับ	พร้อมกับ:10 พร้อม|กับ:1	train=11
มากี่	11	1	มา|กี่	มา|กี่:10 มากี่:1	train=11
ยี่สิบ	11	1	ยี่สิบ	ยี่สิบ:10 ยี่|สิบ:1	train=11
สิท่า	11	1	สิ|ท่า	สิ|ท่า:10 สิท่า:1	train=11
หมดอายุ	11	1	หมดอายุ	หมดอายุ:10 หมด|อายุ:1	train=11
หากิน	11	1	หา|กิน	หา|กิน:10 หากิน:1	train=11
อย่างมาก	11	1	อย่าง|มาก	อย่าง|มาก:10 อย่างมาก:1	train=11
เดี๋ยวนี้นะ	11	1	เดี๋ยวนี้|นะ	เดี๋ยวนี้|นะ:10 เดี๋ยวนี้นะ:1	test=1,train=10
เอางี้	11	1	เอางี้	เอางี้:10 เอา|งี้:1	train=11
เเบบนั้น	11	1	เเบบ|นั้น	เเบบ|นั้น:10 เเบบนั้น:1	train=11
คุณฟลินน์	10	1	คุณ|ฟลินน์	คุณ|ฟลินน์:9 คุณฟลินน์:1	train=10
ตรงกลาง	10	1	ตรงกลาง	ตรงกลาง:9 ตรง|กลาง:1	train=10
ทีละคน	10	1	ทีละ|คน	ทีละ|คน:9 ทีละคน:1	train=10
สามสิบ	10	1	สามสิบ	สามสิบ:9 สาม|สิบ:1	train=10
สาวฟ้าใส	10	1	สาวฟ้าใส	สาวฟ้าใส:9 สาว|ฟ้าใส:1	train=10
หน้าผม	10	1	หน้า|ผม	หน้า|ผม:9 หน้าผม:1	train=9,val=1
เจ้าของบ้าน	10	1	เจ้าของบ้าน	เจ้าของบ้าน:9 เจ้าของ|บ้าน:1	train=10
เจ้าหนู	10	1	เจ้าหนู	เจ้าหนู:9 เจ้า|หนู:1	train=10
เดี๋ยวกู	10	1	เดี๋ยว|กู	เดี๋ยว|กู:9 เดี๋ยวกู:1	train=10
ไฟดับ	10	1	ไฟ|ดับ	ไฟ|ดับ:9 ไฟดับ:1	train=10
กันเอง	9	1	กัน|เอง	กัน|เอง:8 กันเอง:1	train=9
การตาย	9	1	การตาย	การตาย:8 การ|ตาย:1	train=9
กุญแจมือ	9	1	กุญแจมือ	กุญแจมือ:8 กุญแจ|มือ:1	train=9
คนจน	9	1	คนจน	คนจน:8 คน|จน:1	train=9
คุณนายมัก	9	1	คุณนาย|มัก	คุณนาย|มัก:8 คุณนายมัก:1	train=9
จอมปลอม	9	1	จอมปลอม	จอมปลอม:8 จอม|ปลอม:1	train=9
ซักครู่	9	1	ซักครู่	ซักครู่:8 ซัก|ครู่:1	train=9
ตามนี้	9	1	ตาม|นี้	ตาม|นี้:8 ตามนี้:1	train=9
ติดตัว	9	1	ติด|ตัว	ติด|ตัว:8 ติดตัว:1	train=9
นิดหนึ่ง	9	1	นิดหนึ่ง	นิดหนึ่ง:8 นิด|หนึ่ง:1	train=9
มันฝรั่ง	9	1	มันฝรั่ง	มันฝรั่ง:8 มัน|ฝรั่ง:1	train=9
หน้าบ้าน	9	1	หน้า|บ้าน	หน้า|บ้าน:8 หน้าบ้าน:1	train=9
อย่างนั้นแหละ	9	1	อย่างนั้น|แหละ	อย่างนั้น|แหละ:8 อย่างนั้นแหละ:1	train=9
เด็กเวร	9	1	เด็ก|เวร	เด็ก|เวร:8 เด็กเวร:1	train=9
เท่ากัน	9	1	เท่ากัน	เท่ากัน:8 เท่า|กัน:1	train=9
โง่เง่า	9	1	โง่เง่า	โง่เง่า:8 โง่|เง่า:1	train=8,val=1
ใจลอย	9	1	ใจลอย	ใจลอย:8 ใจ|ลอย:1	train=9
ใหญ่โต	9	1	ใหญ่โต	ใหญ่โต:8 ใหญ่|โต:1	train=9
ก็ตามใจ	8	1	ก็|ตามใจ	ก็|ตามใจ:7 ก็ตามใจ:1	train=8
ค่อยยังชั่ว	8	1	ค่อยยังชั่ว	ค่อยยังชั่ว:7 ค่อย|ยังชั่ว:1	test=2,train=6
ค้ายา	8	1	ค้า|ยา	ค้า|ยา:7 ค้ายา:1	train=8
ดิวะ	8	1	ดิ|วะ	ดิ|วะ:7 ดิวะ:1	train=8
ตรงกัน	8	1	ตรงกัน	ตรงกัน:7 ตรง|กัน:1	train=8
ถึงกับ	8	1	ถึงกับ	ถึงกับ:7 ถึง|กับ:1	train=8
บ้าบอ	8	1	บ้าบอ	บ้าบอ:7 บ้า|บอ:1	train=8
ผ่านทาง	8	1	ผ่าน|ทาง	ผ่าน|ทาง:7 ผ่านทาง:1	train=8
มิใช่	8	1	มิ|ใช่	มิ|ใช่:7 มิใช่:1	train=8
ยาเสพติด	8	1	ยาเสพติด	ยาเสพติด:7 ยา|เสพติด:1	train=8
รถติด	8	1	รถ|ติด	รถ|ติด:7 รถติด:1	train=8
หลงรัก	8	1	หลงรัก	หลงรัก:7 หลง|รัก:1	train=8
เป็นมิตร	8	1	เป็น|มิตร	เป็น|มิตร:7 เป็นมิตร:1	train=8
แฟนเก่า	8	1	แฟน|เก่า	แฟน|เก่า:7 แฟนเก่า:1	train=8
ใบขับขี่	8	1	ใบขับขี่	ใบขับขี่:7 ใบ|ขับขี่:1	train=8
กลับคืน	7	1	กลับ|คืน	กลับ|คืน:6 กลับคืน:1	train=7
ก่อเรื่อง	7	1	ก่อ|เรื่อง	ก่อ|เรื่อง:6 ก่อเรื่อง:1	train=7
ของโปรด	7	1	ของโปรด	ของโปรด:6 ของ|โปรด:1	test=1,train=6
ครอบงำ	7	1	ครอบงำ	ครอบงำ:6 ครอบ|งำ:1	train=7
คุณเดอ	7	1	คุณ|เดอ	คุณ|เดอ:6 คุณเดอ:1	train=7
จากนี้ไป	7	1	จากนี้ไป	จากนี้ไป:6 จาก|นี้|ไป:1	train=7
จุดไฟ	7	1	จุด|ไฟ	จุด|ไฟ:6 จุดไฟ:1	train=7
ดีแท้	7	1	ดี|แท้	ดี|แท้:6 ดีแท้:1	train=7
ถึงขั้น	7	1	ถึง|ขั้น	ถึง|ขั้น:6 ถึงขั้น:1	train=7
ถือสา	7	1	ถือสา	ถือสา:6 ถือ|สา:1	train=7
นิสัยดี	7	1	นิสัย|ดี	นิสัย|ดี:6 นิสัยดี:1	train=7
น่าขยะแขยง	7	1	น่าขยะแขยง	น่าขยะแขยง:6 น่า|ขยะแขยง:1	train=7
น่าสนุก	7	1	น่าสนุก	น่าสนุก:6 น่า|สนุก:1	train=7
สถานีตำรวจ	7	1	สถานีตำรวจ	สถานีตำรวจ:6 สถานี|ตำรวจ:1	train=7
สมัยก่อน	7	1	สมัยก่อน	สมัยก่อน:6 สมัย|ก่อน:1	train=7
ส่วนแบ่ง	7	1	ส่วนแบ่ง	ส่วนแบ่ง:6 ส่วน|แบ่ง:1	train=7
หันกลับ	7	1	หัน|กลับ	หัน|กลับ:6 หันกลับ:1	train=7
ห้องขัง	7	1	ห้องขัง	ห้องขัง:6 ห้อง|ขัง:1	train=7
อย่างไรก็ตาม	7	1	อย่างไรก็ตาม	อย่างไรก็ตาม:6 อย่างไร|ก็ตาม:1	train=7
เจ้านะ	7	1	เจ้า|นะ	เจ้า|นะ:6 เจ้านะ:1	train=7
เจ้าน่ะ	7	1	เจ้า|น่ะ	เจ้า|น่ะ:6 เจ้าน่ะ:1	train=7
เจ้าเล่ห์	7	1	เจ้าเล่ห์	เจ้าเล่ห์:6 เจ้า|เล่ห์:1	train=7
เพียงแต่	7	1	เพียงแต่	เพียงแต่:6 เพียง|แต่:1	train=7
เมืองใต้ดิน	7	1	เมืองใต้ดิน	เมืองใต้ดิน:6 เมือง|ใต้ดิน:1	train=7
เมื่อเช้านี้	7	1	เมื่อเช้านี้	เมื่อเช้านี้:6 เมื่อเช้า|นี้:1	train=7
เสียงร้อง	7	1	เสียง|ร้อง	เสียง|ร้อง:6 เสียงร้อง:1	test=1,train=6
โปจี๋หลำ	7	1	โปจี๋หลำ	โปจี๋หลำ:6 โปจี๋|หลำ:1	train=7
ไข้ทรพิษ	7	1	ไข้ทรพิษ	ไข้ทรพิษ:6 ไข้|ทรพิษ:1	train=7
กลับตัว	6	1	กลับตัว	กลับตัว:5 กลับ|ตัว:1	train=6
กลางดึก	6	1	กลางดึก	กลางดึก:5 กลาง|ดึก:1	train=6
การเป็น	6	1	การ|เป็น	การ|เป็น:5 การเป็น:1	train=6
คนเดิน	6	1	คน|เดิน	คน|เดิน:5 คนเดิน:1	train=6
ครั้งก่อน	6	1	ครั้งก่อน	ครั้งก่อน:5 ครั้ง|ก่อน:1	train=6
คลื่นยักษ์	6	1	คลื่นยักษ์	คลื่นยักษ์:5 คลื่น|ยักษ์:1	train=6
คำอธิบาย	6	1	คำอธิบาย	คำอธิบาย:5 คำ|อธิบาย:1	train=6
คุณกู	6	1	คุณกู	คุณกู:5 คุณ|กู:1	train=6
คุณจุง	6	1	คุณจุง	คุณจุง:5 คุณ|จุง:1	train=6
คุณลอง	6	1	คุณ|ลอง	คุณ|ลอง:5 คุณลอง:1	train=6
คุณอวัสตี	6	1	คุณ|อวัสตี	คุณ|อวัสตี:5 คุณอวัสตี:1	train=6
จอห์นนี่	6	1	จอห์นนี่	จอห์นนี่:5 จอห์น|นี่:1	train=6
จับตา	6	1	จับตา	จับตา:5 จับ|ตา:1	train=6
ดวงซวย	6	1	ดวงซวย	ดวงซวย:5 ดวง|ซวย:1	train=6
ถ่ายทำ	6	1	ถ่ายทำ	ถ่ายทำ:5 ถ่าย|ทำ:1	train=6
ทั่วโลก	6	1	ทั่ว|โลก	ทั่ว|โลก:5 ทั่วโลก:1	train=6
ที่เกิดเหตุ	6	1	ที่|เกิด|เหตุ	ที่|เกิด|เหตุ:5 ที่เกิดเหตุ:1	train=6
ทุกปี	6	1	ทุก|ปี	ทุก|ปี:5 ทุกปี:1	train=6
ท่านประธาน	6	1	ท่าน|ประธาน	ท่าน|ประธาน:5 ท่านประธาน:1	train=6
นิ้วมือ	6	1	นิ้วมือ	นิ้วมือ:5 นิ้ว|มือ:1	train=6
ผู้อื่น	6	1	ผู้อื่น	ผู้อื่น:5 ผู้|อื่น:1	train=6
ภาษากรีก	6	1	ภาษา|กรีก	ภาษา|กรีก:5 ภาษากรีก:1	train=6
มัจจุราชขาว	6	1	มัจจุราช|ขาว	มัจจุราช|ขาว:5 มัจจุราชขาว:1	train=6
วันอื่น	6	1	วัน|อื่น	วัน|อื่น:5 วันอื่น:1	train=6
